HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,0,0.000699736,0.00138052,-0.0268288,0,0,0
1722,0,0,0,0,0.000626004,0.001225,-0.0263456,0.165946,0.380523,5.85658
1723,0,0,0,0,0.000612391,0.00119499,-0.0262289,0.143014,0.340883,5.82056
1724,0,0,0,0,0.000603257,0.001175,-0.0261512,0.147145,0.346795,5.81991
1725,0,0,0,0,0.000584851,0.00113505,-0.0259957,0.168016,0.393118,5.62841
1726,0,0,0,0,0.000591413,0.00114036,-0.0258949,0.134317,0.337596,5.5849
1727,0,0,0,0,0.000572709,0.00110045,-0.0257397,0.130563,0.342083,5.34535
1728,0,0,0,0,0.000574353,0.00109582,-0.0256002,0.106047,0.306963,5.22361
1729,0,0,0,0,0.000560086,0.00106593,-0.0254838,0.122826,0.337874,5.10745
1730,0,0,0,0,0.000556652,0.00105138,-0.0253057,0.111909,0.329469,4.86452
1731,0,0,0,0,0.000542129,0.00102153,-0.0251895,0.0941021,0.304863,4.72038
1732,0,0,0,0,0.000522603,0.000981766,-0.0250346,0.13247,0.381094,4.44286
1733,0,0,0,0,0.000523533,0.000977232,-0.0248954,0.10987,0.344257,4.37928
1734,0,0,0,0,0.000503668,0.000937526,-0.0247407,0.13841,0.398729,4.12213
1735,0,0,0,0,0.000499267,0.00092312,-0.024563,0.129343,0.389852,3.88118
1736,0,0,0,0,0.000465732,0.000918197,-0.0244169,0.191484,0.358389,3.71429
1737,0,0,0,0,0.00044532,0.000878593,-0.0242626,0.216075,0.406656,3.64746
1738,0,0,0,0,0.000440301,0.000864284,-0.0240851,0.202206,0.383032,3.46832
1739,0,0,0,0,0.000406265,0.000859455,-0.0239394,0.261875,0.352565,3.31504
1740,0,0,0,0,0.000400831,0.000845211,-0.0237621,0.237214,0.304585,3.23885
1741,0,0,0,0,0.000379674,0.00080574,-0.0236082,0.311887,0.42616,2.9704
1742,0,0,0,0,0.000379169,0.000801417,-0.0234695,0.269034,0.345299,3.04375
1743,0,0,0,0,0.00034449,0.000796706,-0.0233242,0.354057,0.346708,3.00676
1744,0,0,0,0,0.000338265,0.000782583,-0.0231473,0.351944,0.334235,2.71696
1745,0,0,0,0,0.000316415,0.000743236,-0.0229938,0.401311,0.377682,2.65162
1746,0,0,0,0,0.000315294,0.000739003,-0.0228554,0.355049,0.292349,2.71849
1747,0,0,0,0,0.000308468,0.00072497,-0.0226788,0.383087,0.327584,2.51251
1748,0,0,0,0,0.000301417,0.000710969,-0.0225022,0.3713,0.327442,2.39878
1749,0,0,0,0,0.00029414,0.000697001,-0.0223257,0.351673,0.281962,2.25714
1750,0,0,0,0,0.000271363,0.000657804,-0.0221727,0.39469,0.342901,2.32457
1751,0,0,0,0,0.000263665,0.0006439,-0.0219964,0.345793,0.3725,2.16965
1752,0,0,0,0,0.000255742,0.000630029,-0.0218202,0.321623,0.321107,2.07778
1753,0,0,0,0,0.000253453,0.000625963,-0.0216823,0.309592,0.290991,2.228
1754,0,0,0,0,0.000245132,0.000612149,-0.0215062,0.260826,0.320707,2.06438
1755,0,0,0,0,0.000236587,0.000598367,-0.0213303,0.269461,0.322505,2.04297
1756,0,0,0,0,0.000233813,0.00059437,-0.0211925,0.251418,0.268439,2.00703
1757,0,0,0,0,0.00020977,0.000555376,-0.0210402,0.234695,0.361686,1.94698
1758,0,0,0,0,0.000200633,0.000541682,-0.0208645,0.242486,0.361485,1.94415
1759,0,0,0,0,0.000191274,0.000528021,-0.0206889,0.220601,0.313109,1.77508
1760,0,0,0,0,0.000181693,0.000514391,-0.0205134,0.226065,0.315121,1.69401
1761,0,0,0,0,0.000156892,0.000475525,-0.0203615,0.294682,0.411381,1.6663
1762,0,0,0,0,0.000146895,0.000461959,-0.0201861,0.303817,0.412785,1.64776
1763,0,0,0,0,0.000121727,0.000423158,-0.0200345,0.3504,0.477678,1.72558
1765,0,0,0,0,8.57825e-005,0.00037092,-0.0197079,0.373078,0.48932,1.68376
1766,0,0,0,0,6.85005e-005,0.000347809,-0.0194951,0.407321,0.528365,1.4651
1767,0,0,0,0,4.25595e-005,0.00030915,-0.0193439,0.474205,0.626259,1.37823
1768,0,0,0,0,2.47166e-005,0.000286127,-0.0191315,0.509512,0.665513,1.16959
1769,0,0,0,0,-1.62995e-006,0.000247543,-0.0189805,0.557849,0.732943,1.23272
1770,0,0,0,0,-2.00316e-005,0.00022461,-0.0187684,0.618517,0.810628,0.842694
1771,0,0,0,0,-4.67819e-005,0.0001861,-0.0186177,0.638541,0.828287,0.770929
1772,0,0,0,0,-7.37021e-005,0.000147627,-0.0184671,0.686615,0.895112,0.848447
1773,0,0,0,0,-9.28925e-005,0.000124821,-0.0182553,0.705033,0.908586,0.588899
1774,0,0,0,0,-0.000120214,8.64227e-005,-0.018105,0.747908,0.967286,0.688747
1775,0,0,0,0,-0.000133054,7.32925e-005,-0.0179311,0.755542,0.953964,0.560438
1776,0,0,0,0,-0.000167679,2.53825e-005,-0.0177435,0.804302,1.02102,0.445991
1777,0,0,0,0,-0.000195568,-1.29054e-005,-0.0175935,0.8506,1.08463,0.515837
1778,0,0,0,0,-0.000216093,-3.54942e-005,-0.0173825,0.862453,1.07543,0.200217
1779,0,0,0,0,-0.000229836,-4.84851e-005,-0.0172091,0.873061,1.06415,0.0612171
1780,0,0,0,0,-0.000258309,-8.66673e-005,-0.0170595,0.889144,1.0862,0.158547
1781,0,0,0,0,-0.000286948,-0.000124814,-0.01691,0.901859,1.09217,0.359636
1782,0,0,0,0,-0.000308512,-0.000147236,-0.0166996,0.919365,1.09924,0.308692
1783,0,0,0,0,-0.000337545,-0.000185307,-0.0165503,0.933895,1.10784,0.294425
1784,0,0,0,0,-0.000352322,-0.000198136,-0.0163775,0.921774,1.07535,0.224605
1785,0,0,0,0,-0.000381706,-0.000236141,-0.0162285,0.943671,1.10573,0.440079
1786,0,0,0,0,-0.000411255,-0.00027411,-0.0160796,0.954376,1.10968,0.451355
1787,0,0,0,0,-0.000426615,-0.000286848,-0.015907,0.937971,1.06066,0.325143
1788,0,0,0,0,-0.000449023,-0.000315278,-0.0157955,0.912887,1.02231,0.724119
1789,0,0,0,0,-0.000464734,-0.000327962,-0.0156232,0.925908,1.02648,0.68533
1790,0,0,0,0,-0.000494938,-0.000365807,-0.0154747,0.945908,1.05376,0.721992
1791,0,0,0,0,-0.000511044,-0.000378429,-0.0153026,0.892403,0.94533,0.728258
1792,0,0,0,0,-0.000533941,-0.000406767,-0.0151914,0.88744,0.943865,0.920448
1793,0,0,0,0,-0.00055693,-0.000435085,-0.0150803,0.885947,0.955499,1.39778
1794,0,0,0,0,-0.000573521,-0.00044763,-0.0149084,0.881778,0.933389,1.29021
1795,0,0,0,0,-0.000596738,-0.000475905,-0.0147974,0.85773,0.886285,1.39694
1796,0,0,0,0,-0.000620045,-0.000504159,-0.0146865,0.856297,0.888775,1.53828
1797,0,0,0,0,-0.00063712,-0.000516629,-0.0145149,0.842997,0.861576,1.64638
1798,0,0,0,0,-0.000652799,-0.000535439,-0.0144411,0.82019,0.827551,1.799
1799,0,0,0,0,-0.000670174,-0.000547862,-0.0142696,0.829054,0.828544,1.77955
1800,0,0,0,0,-0.000693904,-0.000576037,-0.014159,0.824546,0.816798,1.84402
1801,0,0,0,0,-0.000717725,-0.000604192,-0.0140485,0.832161,0.826452,1.97901
1802,0,0,0,0,-0.000727584,-0.000607165,-0.0139141,0.813964,0.788536,1.94939
1803,0,0,0,0,-0.0007516,-0.000635283,-0.0138037,0.825564,0.797435,1.92944
1804,0,0,0,0,-0.000775705,-0.000663382,-0.0136934,0.829011,0.803065,2.08335
1805,0,0,0,0,-0.000785903,-0.000666305,-0.0135592,0.820557,0.784206,2.13571
1806,0,0,0,0,-0.000810202,-0.000694367,-0.0134489,0.830667,0.791694,2.12443
1807,0,0,0,0,-0.00083459,-0.000722409,-0.0133388,0.842479,0.800928,2.10262
1808,0,0,0,0,-0.000859068,-0.00075043,-0.0132287,0.86093,0.82608,2.10554
1809,0,0,0,0,-0.000869707,-0.000753288,-0.0130948,0.8525,0.807701,2.15792
1810,0,0,0,0,-0.000894378,-0.000781273,-0.0129848,0.864688,0.817309,2.13396
1811,0,0,0,0,-0.000919137,-0.000809238,-0.0128749,0.875099,0.825066,2.12102
1812,0,0,0,0,-0.000930111,-0.000812047,-0.0127412,0.874247,0.80816,2.08107
1813,0,0,0,0,-0.000955063,-0.000839976,-0.0126314,0.898808,0.850462,2.19335
1814,0,0,0,0,-0.000980102,-0.000867884,-0.0125218,0.911197,0.860249,2.16869
1815,0,0,0,0,-0.00100523,-0.000895772,-0.0124122,0.929227,0.883716,2.16225
1818,0,0,0,0,-0.00105889,-0.000944924,-0.0120962,0.932508,0.864955,2.1759
1819,0,0,0,0,-0.0010706,-0.000947625,-0.0119629,0.920315,0.832138,2.10775
1820,0,0,0,0,-0.00109617,-0.000975427,-0.0118536,0.959428,0.890834,2.1389
1821,0,0,0,0,-0.00112182,-0.00100321,-0.0117443,0.971509,0.900159,2.11683
1822,0,0,0,0,-0.00113386,-0.00100586,-0.0116112,0.951443,0.851042,2.04295
1823,0,0,0,0,-0.00115971,-0.00103361,-0.0115021,0.982995,0.89395,2.06551
1824,0,0,0,0,-0.00118064,-0.00104546,-0.0113327,0.990838,0.882156,1.91513
1825,0,0,0,0,-0.0012067,-0.00107317,-0.0112237,0.994218,0.872755,1.87949
