HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
1386,0,0,0,0,-0.00197831,0.00752026,-0.0275075,0,0,0
1392,0,0,0,0,-0.00206467,0.00732023,-0.0269763,1.1805,-1.084,5.24354
1393,0,0,0,0,-0.00208709,0.00727497,-0.0269223,1.21347,-1.04734,5.37885
1394,0,0,0,0,-0.00208408,0.00721202,-0.0267996,1.13415,-1.07402,5.3796
1395,0,0,0,0,-0.00209595,0.00718225,-0.0266845,1.13084,-1.08816,5.32978
1396,0,0,0,0,-0.00211193,0.00714258,-0.0265312,1.14948,-1.06159,5.22898
1397,0,0,0,0,-0.00210933,0.00707967,-0.0264086,1.0927,-1.039,5.17051
1398,0,0,0,0,-0.00212565,0.00704005,-0.0262555,1.11165,-1.01227,5.06928
1399,0,0,0,0,-0.00214215,0.00700045,-0.0261024,1.10643,-1.02428,4.95511
1400,0,0,0,0,-0.00214,0.00693758,-0.0259801,1.07467,-0.963081,4.91009
1401,0,0,0,0,-0.00214222,0.00686484,-0.0258195,1.00009,-0.847741,4.73942
1402,0,0,0,0,-0.00215497,0.0068352,-0.0257049,1.01672,-0.826024,4.65496
1403,0,0,0,0,-0.00215756,0.00676249,-0.0255446,0.97599,-0.761403,4.45826
1404,0,0,0,0,-0.00217493,0.00672301,-0.025392,1.00028,-0.729886,4.31988
1405,0,0,0,0,-0.00219247,0.00668357,-0.0252395,0.985648,-0.728129,4.16701
1406,0,0,0,0,-0.0022102,0.00664415,-0.0250871,1.01471,-0.680288,3.98235
1407,0,0,0,0,-0.00220911,0.00658139,-0.0249652,0.965109,-0.637097,3.84375
1408,0,0,0,0,-0.00222716,0.00654202,-0.024813,1.01837,-0.678648,3.74986
1409,0,0,0,0,-0.00224539,0.00650267,-0.0246609,1.0437,-0.634596,3.59529
1410,0,0,0,0,-0.00224942,0.00648868,-0.024486,1.02405,-0.679341,3.47969
1411,0,0,0,0,-0.00226802,0.00644939,-0.0243341,1.08193,-0.710722,3.34552
1412,0,0,0,0,-0.0022868,0.00641013,-0.0241823,1.09556,-0.705075,3.32369
1413,0,0,0,0,-0.002301,0.0063807,-0.0240686,1.09073,-0.749727,3.48128
1414,0,0,0,0,-0.00232009,0.00634148,-0.023917,1.14818,-0.784578,3.3582
1415,0,0,0,0,-0.00233936,0.00630229,-0.0237655,1.19032,-0.861847,3.39036
1416,0,0,0,0,-0.0023588,0.00626313,-0.0236141,1.22039,-0.81501,3.21308
1417,0,0,0,0,-0.00237841,0.006224,-0.0234628,1.2637,-0.889766,3.23514
1418,0,0,0,0,-0.00238398,0.0062102,-0.0232887,1.25386,-0.925205,3.08402
1419,0,0,0,0,-0.00239471,0.00612813,-0.0230921,1.25575,-0.790818,2.85101
1420,0,0,0,0,-0.00241493,0.00608908,-0.0229412,1.26119,-0.791364,2.85253
1421,0,0,0,0,-0.00242116,0.00607535,-0.0227674,1.29511,-0.873419,2.57051
1422,0,0,0,0,-0.00244692,0.00602662,-0.022579,1.33623,-0.819066,2.38927
1423,0,0,0,0,-0.00245361,0.00601294,-0.0224054,1.31835,-0.871298,2.28332
1424,0,0,0,0,-0.0024657,0.00593105,-0.0222094,1.32205,-0.729132,2.02453
1425,0,0,0,0,-0.00249226,0.00588243,-0.0220215,1.3852,-0.637965,1.94493
1426,0,0,0,0,-0.00249966,0.00586884,-0.0218483,1.36705,-0.691649,1.83785
1427,0,0,0,0,-0.00252673,0.0058203,-0.0216607,1.40482,-0.641608,1.63547
1428,0,0,0,0,-0.00253998,0.00573856,-0.0214653,1.42812,-0.450369,1.202
1429,0,0,0,0,-0.00254808,0.00572506,-0.0212924,1.39882,-0.501809,1.02952
1430,0,0,0,0,-0.00257594,0.00567663,-0.0211052,1.44042,-0.444976,0.799228
1431,0,0,0,0,-0.00260407,0.00562825,-0.0209183,1.48498,-0.382298,0.544273
1432,0,0,0,0,-0.00260457,0.00557193,-0.0207004,1.45906,-0.306838,0.283359
1433,0,0,0,0,-0.00263327,0.00552363,-0.0205138,1.54216,-0.316709,0.28037
1435,0,0,0,0,-0.0026856,0.00543682,-0.0201783,1.60422,-0.282981,0.189692
1436,0,0,0,0,-0.00271504,0.00538865,-0.0199921,1.68043,-0.173118,0.0688845
1437,0,0,0,0,-0.00274474,0.00534052,-0.0198061,1.741,-0.0713732,-0.015942
1438,0,0,0,0,-0.00275483,0.00526882,-0.0196495,1.72743,-0.11488,0.18738
1439,0,0,0,0,-0.00278502,0.00522078,-0.0194638,1.75112,-0.102677,0.139557
1440,0,0,0,0,-0.00280936,0.00518238,-0.0193154,1.80076,-0.0432779,0.234258
1441,0,0,0,0,-0.00284002,0.00513442,-0.0191301,1.82225,-0.03606,0.205588
1442,0,0,0,0,-0.00287094,0.00508651,-0.0189449,1.87466,-0.132075,0.251724
1443,0,0,0,0,-0.00289585,0.00504821,-0.0187969,1.93458,-0.050361,0.259032
1444,0,0,0,0,-0.00292094,0.00500994,-0.018649,1.93479,-0.0899062,0.386157
1445,0,0,0,0,-0.00295252,0.00496215,-0.0184643,1.95643,-0.0820852,0.355238
1446,0,0,0,0,-0.00297797,0.00492395,-0.0183167,1.94516,-0.129479,0.532784
1447,0,0,0,0,-0.00300358,0.00488578,-0.0181692,1.97101,-0.243451,0.98083
1448,0,0,0,0,-0.00303583,0.0048381,-0.017985,1.99269,-0.234113,0.944288
1449,0,0,0,0,-0.0030482,0.00476677,-0.0178296,1.97665,-0.126924,0.869324
1450,0,0,0,0,-0.00307436,0.0047287,-0.0176825,1.96117,-0.178978,1.05768
1451,0,0,0,0,-0.00310069,0.00469065,-0.0175354,1.95085,-0.220821,1.20995
1452,0,0,0,0,-0.00313382,0.00464314,-0.0173518,2.03333,-0.247564,1.02486
1453,0,0,0,0,-0.0031605,0.00460516,-0.017205,2.03779,-0.265726,1.07298
1454,0,0,0,0,-0.00319409,0.00455773,-0.0170217,2.0627,-0.248556,1.02463
1455,0,0,0,0,-0.00320766,0.0044866,-0.016867,2.02085,-0.188419,1.11589
1456,0,0,0,0,-0.00323489,0.00444872,-0.0167206,2.01443,-0.221365,1.2368
1457,0,0,0,0,-0.00326227,0.00441087,-0.0165743,2.02626,-0.236378,1.25426
1458,0,0,0,0,-0.00328982,0.00437305,-0.0164282,2.04241,-0.232619,1.23846
1459,0,0,0,0,-0.00330413,0.00430204,-0.0162739,2.02991,-0.135757,1.17049
1460,0,0,0,0,-0.00333202,0.00426429,-0.016128,2.02026,-0.175161,1.3099
1461,0,0,0,0,-0.00336006,0.00422656,-0.0159821,2.04063,-0.143532,1.24709
1462,0,0,0,0,-0.00339533,0.00417945,-0.0158,2.05697,-0.143669,1.24235
1463,0,0,0,0,-0.00341661,0.0041512,-0.0156909,2.0636,-0.280963,1.47398
1464,0,0,0,0,-0.003439,0.00407095,-0.0155008,2.08692,-0.125229,1.2039
1465,0,0,0,0,-0.00346772,0.00403335,-0.0153554,2.10674,-0.135245,1.18764
1466,0,0,0,0,-0.00349661,0.00399579,-0.0152102,2.12167,-0.134027,1.18
1467,0,0,0,0,-0.00352565,0.00395825,-0.0150651,2.11191,-0.171376,1.312
1468,0,0,0,0,-0.00354753,0.00393012,-0.0149564,2.09733,-0.213083,1.45953
1469,0,0,0,0,-0.00356367,0.00385943,-0.0148032,2.06756,-0.148879,1.49963
1470,0,0,0,0,-0.00358577,0.00383134,-0.0146946,2.07499,-0.271283,1.69868
1471,0,0,0,0,-0.00361537,0.00379392,-0.0145499,2.07969,-0.266378,1.72402
1472,0,0,0,0,-0.00363768,0.00376587,-0.0144415,2.07403,-0.311611,1.83665
1473,0,0,0,0,-0.00366755,0.0037285,-0.014297,2.11115,-0.371037,1.85668
1474,0,0,0,0,-0.00367697,0.00366729,-0.0141803,2.07614,-0.309446,1.90974
1475,0,0,0,0,-0.00370713,0.00362997,-0.0140361,2.09509,-0.299904,1.87446
1476,0,0,0,0,-0.00372985,0.00360201,-0.0139279,2.07814,-0.337207,2.01789
1477,0,0,0,0,-0.00376028,0.00356475,-0.0137839,2.10575,-0.334747,1.95856
1478,0,0,0,0,-0.00378321,0.00353682,-0.0136759,2.12232,-0.326149,1.92782
1479,0,0,0,0,-0.00379322,0.00347571,-0.0135596,2.10413,-0.349979,2.0555
1480,0,0,0,0,-0.00382405,0.00343853,-0.0134158,2.11948,-0.346351,2.0395
1481,0,0,0,0,-0.00384727,0.00341067,-0.0133081,2.11973,-0.359536,2.09131
1482,0,0,0,0,-0.00386544,0.00334034,-0.0131561,2.10543,-0.279265,2.05516
1483,0,0,0,0,-0.00388887,0.00331252,-0.0130485,2.11997,-0.273929,2.03536
1484,0,0,0,0,-0.00392025,0.00327545,-0.0129051,2.16363,-0.33371,2.02594
1485,0,0,0,0,-0.00393101,0.00321447,-0.0127892,2.13433,-0.244187,2.02526
1488,0,0,0,0,-0.00399278,0.00310449,-0.0123639,2.13836,-0.215213,1.84458
1489,0,0,0,0,-0.00401685,0.00307679,-0.0122567,2.17916,-0.276627,1.84227
1490,0,0,0,0,-0.00404101,0.00304911,-0.0121497,2.1785,-0.265676,1.85284
1491,0,0,0,0,-0.00406058,0.00297903,-0.0119985,2.18314,-0.186259,1.77102
1492,0,0,0,0,-0.00408495,0.00295139,-0.0118916,2.18106,-0.202717,1.83304
1493,0,0,0,0,-0.00411757,0.00291457,-0.0117491,2.24009,-0.219877,1.71024
1494,0,0,0,0,-0.00412942,0.00285378,-0.0116339,2.20627,-0.155541,1.7534
