HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
3005,0,0,0,0,-0.0120055,0.00990892,-0.00544269,0,0,0
3012,0,0,0,0,-0.0119924,0.00987903,-0.00543464,3.69018,-2.93739,1.52257
3013,0,0,0,0,-0.0119792,0.00984914,-0.00542659,3.67186,-2.87847,1.50947
3014,0,0,0,0,-0.011966,0.00981924,-0.00541853,3.63183,-2.82358,1.55333
3015,0,0,0,0,-0.0119529,0.00978933,-0.00541048,3.6119,-2.76105,1.53941
3016,0,0,0,0,-0.0119397,0.00975941,-0.00540242,3.5911,-2.69597,1.52428
3017,0,0,0,0,-0.0119134,0.00969956,-0.00538629,3.55064,-2.59048,1.50295
3018,0,0,0,0,-0.0119003,0.00966961,-0.00537822,3.5143,-2.54788,1.55442
3019,0,0,0,0,-0.0118839,0.00958561,-0.00538469,3.48805,-2.36293,1.57465
3020,0,0,0,0,-0.0118708,0.00955564,-0.00537662,3.47082,-2.30637,1.56196
3021,0,0,0,0,-0.0118446,0.00949568,-0.00536047,3.39948,-2.11918,1.51847
3022,0,0,0,0,-0.0118096,0.00944463,-0.00537677,3.35285,-2.06781,1.57278
3023,0,0,0,0,-0.0117965,0.00941462,-0.00536869,3.3061,-1.94095,1.54947
3024,0,0,0,0,-0.0117704,0.00935458,-0.00535252,3.254,-1.80369,1.51534
3025,0,0,0,0,-0.0117442,0.0092945,-0.00533634,3.23905,-1.75357,1.49627
3026,0,0,0,0,-0.0117181,0.00923439,-0.00532015,3.18032,-1.59798,1.46512
3027,0,0,0,0,-0.0116832,0.00918318,-0.00533645,3.13532,-1.54666,1.52735
3028,0,0,0,0,-0.0116571,0.009123,-0.00532024,3.10866,-1.4665,1.50949
3029,0,0,0,0,-0.0116212,0.00908688,-0.00528137,3.06193,-1.45434,1.43761
3030,0,0,0,0,-0.0115951,0.00902664,-0.00526514,3.05808,-1.41889,1.42281
3031,0,0,0,0,-0.0115691,0.00896636,-0.0052489,3.03697,-1.3509,1.40718
3032,0,0,0,0,-0.0115431,0.00890605,-0.00523265,3.04076,-1.33966,1.40707
3033,0,0,0,0,-0.0115171,0.00884571,-0.0052164,3.00275,-1.33908,1.35559
3034,0,0,0,0,-0.0114812,0.00880943,-0.00517744,2.95157,-1.3175,1.28147
3035,0,0,0,0,-0.0114553,0.00874902,-0.00516116,2.95933,-1.29449,1.27779
3036,0,0,0,0,-0.0114294,0.00868857,-0.00514486,2.96094,-1.27895,1.2764
3037,0,0,0,0,-0.0114035,0.0086281,-0.00512856,2.95823,-1.20909,1.19636
3038,0,0,0,0,-0.0113676,0.00859169,-0.00508954,2.93535,-1.2521,1.13912
3039,0,0,0,0,-0.0113507,0.00852225,-0.00504066,2.96528,-1.20972,1.06923
3040,0,0,0,0,-0.0113249,0.00846168,-0.00502432,2.9691,-1.19824,1.06874
3041,0,0,0,0,-0.011289,0.00842518,-0.00498523,2.94843,-1.23964,1.01479
3042,0,0,0,0,-0.0112594,0.00832531,-0.00492812,2.96267,-1.13903,0.837653
3043,0,0,0,0,-0.0112336,0.00826462,-0.00491174,2.98269,-1.06532,0.880536
3044,0,0,0,0,-0.0111979,0.00822801,-0.00487258,2.96775,-1.10852,0.848868
3045,0,0,0,0,-0.0111722,0.00816726,-0.00485617,2.97245,-1.09859,0.848986
3046,0,0,0,0,-0.0111555,0.00809759,-0.00480719,2.99826,-1.08097,0.749913
3047,0,0,0,0,-0.0111171,0.00800635,-0.00478253,2.96614,-0.985063,0.723896
3048,0,0,0,0,-0.0110814,0.0079696,-0.0047433,2.97118,-0.989766,0.720806
3049,0,0,0,0,-0.0110558,0.0079087,-0.00472683,2.97322,-0.97403,0.717975
3050,0,0,0,0,-0.0110393,0.00783889,-0.00467778,3.0004,-0.942773,0.638844
3051,0,0,0,0,-0.011001,0.00774744,-0.00465305,2.97087,-0.851345,0.61509
3052,0,0,0,0,-0.0109755,0.00768642,-0.00463655,2.97921,-0.841243,0.648028
3053,0,0,0,0,-0.0109399,0.00764949,-0.00459721,2.95786,-0.856944,0.677719
3054,0,0,0,0,-0.0109017,0.00755786,-0.00457242,2.93902,-0.777153,0.687979
3055,0,0,0,0,-0.0108763,0.00749673,-0.00455589,2.95761,-0.709777,0.705971
3056,0,0,0,0,-0.0108509,0.00743557,-0.00453934,2.96591,-0.772786,0.788421
3057,0,0,0,0,-0.0108128,0.00734376,-0.0045145,2.94579,-0.692189,0.789778
3058,0,0,0,0,-0.0107875,0.00728252,-0.00449792,2.96812,-0.630247,0.81874
3059,0,0,0,0,-0.0107495,0.00719059,-0.00447305,2.94582,-0.551023,0.815612
3060,0,0,0,0,-0.0107242,0.00712926,-0.00445645,2.92565,-0.549248,0.866228
3061,0,0,0,0,-0.010699,0.0070679,-0.00443985,2.93704,-0.547141,0.880287
3062,0,0,0,0,-0.0106509,0.00699991,-0.00439203,2.92385,-0.515108,0.852243
3065,0,0,0,0,-0.0105753,0.00681548,-0.00434209,2.92711,-0.510674,0.931535
3066,0,0,0,0,-0.0105376,0.00672316,-0.00431709,2.92664,-0.48593,0.927148
3067,0,0,0,0,-0.0105126,0.00666157,-0.00430042,2.93266,-0.477882,0.927702
3068,0,0,0,0,-0.0104772,0.00662405,-0.0042608,2.93268,-0.471396,0.919289
3069,0,0,0,0,-0.0104521,0.0065624,-0.0042441,2.96252,-0.52084,0.935164
3070,0,0,0,0,-0.0104146,0.00646985,-0.00421902,2.93576,-0.432949,0.913563
3071,0,0,0,0,-0.0103896,0.00640811,-0.0042023,2.93919,-0.419053,0.912185
3072,0,0,0,0,-0.0103646,0.00634633,-0.00418556,2.97017,-0.471232,0.928966
3073,0,0,0,0,-0.0103397,0.00628453,-0.00416881,2.9729,-0.455799,0.927087
3074,0,0,0,0,-0.0103147,0.00622269,-0.00415206,2.99275,-0.49426,0.931294
3075,0,0,0,0,-0.0102899,0.00616082,-0.00413529,3.00393,-0.486802,0.940103
3076,0,0,0,0,-0.010265,0.00609891,-0.00411852,3.00945,-0.477584,0.940291
3077,0,0,0,0,-0.0102422,0.00609206,-0.00408715,3.06414,-0.605599,0.968423
3078,0,0,0,0,-0.0102173,0.00603011,-0.00407035,3.06777,-0.592311,0.967235
3079,0,0,0,0,-0.0101925,0.00596812,-0.00405355,3.07077,-0.577598,0.965572
3080,0,0,0,0,-0.0101677,0.0059061,-0.00403674,3.07423,-0.563874,0.964246
3081,0,0,0,0,-0.0101429,0.00584405,-0.00401991,3.10123,-0.620379,0.973653
3082,0,0,0,0,-0.0101182,0.00578196,-0.00400308,3.10654,-0.598592,0.978478
3083,0,0,0,0,-0.0100954,0.00577502,-0.00397165,3.13478,-0.675772,0.984394
3084,0,0,0,0,-0.0100707,0.00571288,-0.0039548,3.1647,-0.727547,1.00075
3085,0,0,0,0,-0.010046,0.00565071,-0.00393793,3.16782,-0.713243,0.999205
3086,0,0,0,0,-0.0100213,0.00558851,-0.00392106,3.16995,-0.683424,1.0019
3087,0,0,0,0,-0.00999669,0.00552628,-0.00390418,3.17302,-0.668893,1.00029
3088,0,0,0,0,-0.00997389,0.00551926,-0.0038727,3.1774,-0.775532,0.962752
3089,0,0,0,0,-0.00995883,0.00544821,-0.00382305,3.20996,-0.773521,0.878994
3090,0,0,0,0,-0.00993426,0.0053859,-0.00380614,3.21425,-0.761693,0.878462
3091,0,0,0,0,-0.00989921,0.00534767,-0.00376615,3.1852,-0.683552,0.849668
3092,0,0,0,0,-0.00988427,0.00527653,-0.00371646,3.21276,-0.64997,0.769039
3093,0,0,0,0,-0.00985977,0.00521412,-0.00369951,3.21583,-0.635277,0.767207
3094,0,0,0,0,-0.0098353,0.00515167,-0.00368255,3.21837,-0.61933,0.764799
3095,0,0,0,0,-0.00980032,0.00511332,-0.00364249,3.19458,-0.642581,0.726239
3096,0,0,0,0,-0.00979774,0.00507332,-0.00360124,3.24693,-0.677403,0.667327
3097,0,0,0,0,-0.00977333,0.00501079,-0.00358425,3.25094,-0.570397,0.674574
3098,0,0,0,0,-0.0097384,0.00497236,-0.00354414,3.22531,-0.59378,0.639961
3099,0,0,0,0,-0.00972372,0.00490103,-0.00349435,3.25139,-0.560443,0.563476
3100,0,0,0,0,-0.00969939,0.00483841,-0.00347732,3.25453,-0.545658,0.561542
3101,0,0,0,0,-0.00966452,0.00479988,-0.00343715,3.23335,-0.586313,0.506364
3102,0,0,0,0,-0.00964023,0.00473719,-0.0034201,3.23876,-0.484058,0.508665
3103,0,0,0,0,-0.00962726,0.00472123,-0.00335565,3.24528,-0.593283,0.456007
3104,0,0,0,0,-0.00960301,0.0046585,-0.00333858,3.24284,-0.549464,0.481857
3105,0,0,0,0,-0.0095682,0.00461986,-0.00329833,3.25016,-0.57523,0.447654
3106,0,0,0,0,-0.00956587,0.00457974,-0.00325701,3.28626,-0.634706,0.456854
3107,0,0,0,0,-0.00954168,0.00451692,-0.0032399,3.28667,-0.613946,0.450945
3108,0,0,0,0,-0.00950692,0.00447821,-0.0031996,3.26067,-0.626812,0.425673
3109,0,0,0,0,-0.00949485,0.00444677,-0.00319103,3.29131,-0.6838,0.443036
3110,0,0,0,0,-0.00946011,0.00440801,-0.0031507,3.24831,-0.661867,0.452475
3111,0,0,0,0,-0.00943745,0.00440069,-0.00311893,3.25423,-0.781507,0.413747
3112,0,0,0,0,-0.00941334,0.00433774,-0.00310176,3.28534,-0.725616,0.468711
3113,0,0,0,0,-0.00940129,0.00430626,-0.00309318,3.29139,-0.795357,0.550186
