HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
2929,0,0,0,0,-0.00101077,0.000347065,-0.0270762,0,0,0
2936,0,0,0,0,-0.00106838,0.000218884,-0.026576,0.579529,0.506299,5.89616
2937,0,0,0,0,-0.00107741,0.000199197,-0.0264992,0.584531,0.513131,5.89508
2938,0,0,0,0,-0.00107509,0.000194546,-0.0263613,0.563214,0.483548,5.75992
2939,0,0,0,0,-0.00106832,0.000199746,-0.0262619,0.517283,0.399842,5.80498
2940,0,0,0,0,-0.00108215,0.000170261,-0.0261467,0.538798,0.439392,5.70709
2941,0,0,0,0,-0.00108019,0.000165662,-0.026009,0.521249,0.420203,5.48272
2942,0,0,0,0,-0.00107836,0.000161082,-0.0258713,0.498752,0.387238,5.34826
2943,0,0,0,0,-0.00107667,0.000156523,-0.0257336,0.477929,0.358163,5.1889
2944,0,0,0,0,-0.00107512,0.000151984,-0.025596,0.456191,0.325815,5.05145
2945,0,0,0,0,-0.00108952,0.000122588,-0.0254811,0.473892,0.356057,4.95444
2946,0,0,0,0,-0.00109308,0.000108298,-0.0253053,0.474292,0.369875,4.63174
2947,0,0,0,0,-0.00109196,0.000103822,-0.0251678,0.456764,0.349096,4.38608
2948,0,0,0,0,-0.00109592,8.95904e-005,-0.0249922,0.459649,0.356471,4.24262
2949,0,0,0,0,-0.00109511,8.51594e-005,-0.0248548,0.434974,0.320625,4.0179
2950,0,0,0,0,-0.00109947,7.09872e-005,-0.0246793,0.417941,0.292165,3.85736
2951,0,0,0,0,-0.00111464,4.17177e-005,-0.0245648,0.436401,0.319889,3.78606
2952,0,0,0,0,-0.00111937,2.76027e-005,-0.0243895,0.454122,0.344842,3.67135
2953,0,0,0,0,-0.00110353,4.81476e-005,-0.0242295,0.431397,0.307066,3.50168
2954,0,0,0,0,-0.00110869,3.40928e-005,-0.0240543,0.439442,0.318137,3.40729
2955,0,0,0,0,-0.00111406,2.00712e-005,-0.0238792,0.435405,0.308968,3.14149
2956,0,0,0,0,-0.00111966,6.08267e-006,-0.0237041,0.445519,0.32379,3.01823
2957,0,0,0,0,-0.00112013,1.83739e-006,-0.0235672,0.452121,0.326707,2.9685
2958,0,0,0,0,-0.00112613,-1.20929e-005,-0.0233923,0.47174,0.352841,2.82784
2959,0,0,0,0,-0.00111688,-1.08611e-006,-0.0231945,0.456655,0.326823,2.51173
2960,0,0,0,0,-0.00112334,-1.49492e-005,-0.0230198,0.443799,0.302342,2.26624
2961,0,0,0,0,-0.00110908,5.81676e-006,-0.0228601,0.401299,0.217721,2.3126
2962,0,0,0,0,-0.00111596,-7.98723e-006,-0.0226855,0.422806,0.246293,2.11084
2963,0,0,0,0,-0.00110772,3.16425e-006,-0.022488,0.398756,0.193425,1.8533
2964,0,0,0,0,-0.00111508,-1.05731e-005,-0.0223135,0.416761,0.215972,1.79405
2965,0,0,0,0,-0.00110736,6.53369e-007,-0.0221162,0.352185,0.0988075,1.37879
2966,0,0,0,0,-0.00110939,-3.369e-006,-0.0219797,0.359989,0.101401,1.51605
2967,0,0,0,0,-0.00111156,-7.37229e-006,-0.0218432,0.356024,0.0783412,1.65361
2968,0,0,0,0,-0.00110451,3.9492e-006,-0.021646,0.375124,0.0975372,1.4411
2969,0,0,0,0,-0.00111292,-9.63924e-006,-0.0214719,0.386269,0.10022,1.43203
2970,0,0,0,0,-0.00110043,1.13809e-005,-0.0213125,0.342721,0.0126944,1.5141
2971,0,0,0,0,-0.00110925,-2.14982e-006,-0.0211386,0.353857,0.0156958,1.49026
2972,0,0,0,0,-0.00111224,-6.03709e-006,-0.0210024,0.34574,-0.0166777,1.49193
2973,0,0,0,0,-0.00110639,5.45218e-006,-0.0208055,0.353537,-0.021198,1.49528
2974,0,0,0,0,-0.00111584,-7.98906e-006,-0.0206318,0.364753,-0.0181686,1.47006
2975,0,0,0,0,-0.00111933,-1.18068e-005,-0.0204957,0.409559,0.0419417,1.58258
2976,0,0,0,0,-0.00112917,-2.51919e-005,-0.0203222,0.42072,0.0449921,1.55196
2977,0,0,0,0,-0.00112428,-1.35704e-005,-0.0201255,0.428755,0.0407833,1.46038
2978,0,0,0,0,-0.00113458,-2.68911e-005,-0.0199521,0.453646,0.0722449,1.40663
2979,0,0,0,0,-0.00113873,-3.06157e-005,-0.0198163,0.447944,0.050084,1.56222
2980,0,0,0,0,-0.00114942,-4.38808e-005,-0.0196431,0.492798,0.108101,1.60529
2981,0,0,0,0,-0.00116033,-5.71143e-005,-0.01947,0.518105,0.133808,1.43076
2982,0,0,0,0,-0.00117145,-7.03163e-005,-0.0192969,0.569205,0.195711,1.37816
2983,0,0,0,0,-0.00118279,-8.34868e-005,-0.019124,0.589013,0.217964,1.31606
2984,0,0,0,0,-0.00119434,-9.6626e-005,-0.0189511,0.643195,0.284771,1.28092
2985,0,0,0,0,-0.00120611,-0.000109734,-0.0187784,0.654255,0.286984,1.26859
2986,0,0,0,0,-0.00121809,-0.00012281,-0.0186057,0.684345,0.317163,1.06271
2989,0,0,0,0,-0.00126216,-0.000171341,-0.0180511,0.783565,0.427403,0.78528
2990,0,0,0,0,-0.00127504,-0.000184285,-0.0178788,0.815855,0.458566,0.577317
2991,0,0,0,0,-0.00128814,-0.000197198,-0.0177066,0.827682,0.46041,0.563646
2992,0,0,0,0,-0.00130844,-0.000219544,-0.0174974,0.894822,0.547725,0.479816
2993,0,0,0,0,-0.001322,-0.000232387,-0.0173255,0.936083,0.583722,0.252142
2994,0,0,0,0,-0.00133578,-0.0002452,-0.0171536,0.942349,0.583082,0.243563
2995,0,0,0,0,-0.00134977,-0.000257983,-0.0169819,0.959725,0.58627,0.231455
2996,0,0,0,0,-0.00137115,-0.000280165,-0.0167732,0.999563,0.622296,0.01952
2997,0,0,0,0,-0.00138561,-0.000292878,-0.0166017,1.00971,0.625062,-0.0442433
2998,0,0,0,0,-0.00140028,-0.000305561,-0.0164302,1.0226,0.627027,-0.0638519
2999,0,0,0,0,-0.00142949,-0.0003432,-0.0162824,1.0737,0.695967,-0.0120304
3000,0,0,0,0,-0.00144455,-0.000355822,-0.0161112,1.08823,0.699615,-0.0508919
3001,0,0,0,0,-0.00145982,-0.000368413,-0.0159401,1.10312,0.701877,0.00389336
3002,0,0,0,0,-0.0014753,-0.000380974,-0.0157691,1.14781,0.761665,0.0955954
3003,0,0,0,0,-0.00150522,-0.000418487,-0.0156217,1.13967,0.740116,0.245448
3004,0,0,0,0,-0.00153341,-0.000396614,-0.0154596,1.18867,0.648436,0.227559
3005,0,0,0,0,-0.00155608,-0.000424704,-0.0153492,1.19455,0.676777,0.46491
3006,0,0,0,0,-0.00157227,-0.000437154,-0.0151786,1.20927,0.680931,0.421489
3007,0,0,0,0,-0.00159517,-0.000465201,-0.0150684,1.20204,0.681479,0.944125
3008,0,0,0,0,-0.00160402,-0.000468259,-0.0149346,1.1807,0.651397,1.00016
3009,0,0,0,0,-0.001613,-0.000471299,-0.014801,1.16512,0.623957,1.13816
3010,0,0,0,0,-0.00163619,-0.000499295,-0.0146909,1.18299,0.656457,1.33203
3011,0,0,0,0,-0.00165947,-0.000527271,-0.014581,1.17249,0.65764,1.6946
3012,0,0,0,0,-0.00166879,-0.000530263,-0.0144475,1.17454,0.645389,1.8132
3013,0,0,0,0,-0.00169226,-0.000558203,-0.0143377,1.17185,0.634289,1.8695
3014,0,0,0,0,-0.00170181,-0.000561161,-0.0142043,1.165,0.61535,1.92181
3015,0,0,0,0,-0.00172548,-0.000589065,-0.0140946,1.18455,0.650913,1.95504
3016,0,0,0,0,-0.00173525,-0.000591991,-0.0139613,1.18235,0.636379,1.97519
3017,0,0,0,0,-0.00173719,-0.00058561,-0.0138646,1.15644,0.596143,2.11655
3018,0,0,0,0,-0.00176112,-0.00061347,-0.0137551,1.1522,0.584829,2.18182
3019,0,0,0,0,-0.00177122,-0.000616351,-0.013622,1.11995,0.635355,2.21938
3020,0,0,0,0,-0.00179534,-0.000644175,-0.0135126,1.13093,0.642925,2.20944
3021,0,0,0,0,-0.00179758,-0.000637756,-0.013416,1.09038,0.573938,2.31179
3022,0,0,0,0,-0.00182187,-0.00066555,-0.0133067,1.11928,0.614061,2.3096
3023,0,0,0,0,-0.00183239,-0.000668371,-0.0131738,1.13864,0.635103,2.33759
3024,0,0,0,0,-0.00185687,-0.00069613,-0.0130647,1.16599,0.67198,2.32823
3025,0,0,0,0,-0.00185941,-0.000689673,-0.0129682,1.11062,0.570087,2.31806
3026,0,0,0,0,-0.00188405,-0.000717403,-0.0128592,1.14084,0.611639,2.3094
3027,0,0,0,0,-0.00189499,-0.000720164,-0.0127265,1.14779,0.611473,2.29527
3028,0,0,0,0,-0.00191982,-0.000747858,-0.0126176,1.15953,0.619761,2.27954
3029,0,0,0,0,-0.00193642,-0.000766309,-0.012545,1.18066,0.657147,2.39126
3030,0,0,0,0,-0.00194765,-0.000769027,-0.0124125,1.17045,0.626575,2.37407
3031,0,0,0,0,-0.00197273,-0.000796672,-0.0123037,1.22814,0.707253,2.33639
3032,0,0,0,0,-0.00198419,-0.000799358,-0.0121713,1.20956,0.657343,2.24171
3033,0,0,0,0,-0.00200945,-0.000826968,-0.0120627,1.24909,0.717193,2.29049
3034,0,0,0,0,-0.00202961,-0.000838815,-0.0118942,1.25021,0.688758,2.11552
3035,0,0,0,0,-0.00204659,-0.000857195,-0.0118219,1.28949,0.748727,2.15355
