HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0.00189123,0.00310944,-0.0273357,0,0,0
1482,0,0,0,0,0.0017924,0.00297576,-0.0270597,-0.117535,-0.28285,6.62258
1483,0,0,0,0,0.0017924,0.00297576,-0.0270597,-0.136578,-0.329907,6.81988
1484,0,0,0,0,0.00178398,0.00295545,-0.026981,-0.143385,-0.348668,6.90813
1485,0,0,0,0,0.00178398,0.00295545,-0.026981,-0.172213,-0.38903,7.02851
1486,0,0,0,0,0.0017627,0.00290471,-0.0267844,-0.104084,-0.253137,6.56801
1487,0,0,0,0,0.0017627,0.00290471,-0.0267844,-0.107159,-0.257963,6.59995
1488,0,0,0,0,0.00175684,0.00287964,-0.0265644,-0.161949,-0.340106,6.37275
1489,0,0,0,0,0.00175684,0.00287964,-0.0265644,-0.189019,-0.379609,6.52504
1490,0,0,0,0,0.00175062,0.00285463,-0.0263446,-0.249081,-0.351982,6.15727
1491,0,0,0,0,0.00175062,0.00285463,-0.0263446,-0.302371,-0.453464,6.30259
1492,0,0,0,0,0.0017552,0.0028452,-0.0260623,-0.324121,-0.454972,5.72301
1493,0,0,0,0,0.00174361,0.00281019,-0.0258036,-0.379446,-0.396695,5.22034
1494,0,0,0,0,0.0017408,0.00279544,-0.0256234,-0.383618,-0.386355,4.8976
1495,0,0,0,0,0.0017408,0.00279544,-0.0256234,-0.428155,-0.466222,4.96176
1496,0,0,0,0,0.00172688,0.00276516,-0.0255059,-0.414038,-0.439158,4.87311
1497,0,0,0,0,0.00172688,0.00276516,-0.0255059,-0.414776,-0.438746,4.87517
1498,0,0,0,0,0.00172501,0.00274588,-0.025185,-0.421524,-0.427144,4.38305
1499,0,0,0,0,0.00172501,0.00274588,-0.025185,-0.439779,-0.469339,4.55528
1500,0,0,0,0,0.00169147,0.0026754,-0.0249115,-0.363798,-0.308548,3.94341
1501,0,0,0,0,0.00167279,0.00263066,-0.0246148,-0.365524,-0.311197,3.68841
1502,0,0,0,0,0.00166842,0.00261613,-0.0244352,-0.346098,-0.246576,3.02416
1503,0,0,0,0,0.00165345,0.00258602,-0.0243183,-0.33427,-0.258733,3.4566
1504,0,0,0,0,0.0016487,0.00257154,-0.0241389,-0.312724,-0.209607,2.9736
1505,0,0,0,0,0.00162838,0.00253145,-0.0239833,-0.243734,-0.0603946,2.24113
1506,0,0,0,0,0.00162838,0.00253145,-0.0239833,-0.270572,-0.175475,3.54236
1507,0,0,0,0,0.00162319,0.00251703,-0.0238041,-0.284197,-0.217407,3.68081
1508,0,0,0,0,0.00162319,0.00251703,-0.0238041,-0.290248,-0.247676,4.06465
1509,0,0,0,0,0.00159685,0.00246265,-0.0234696,-0.247908,-0.16447,3.57643
1510,0,0,0,0,0.00159685,0.00246265,-0.0234696,-0.24832,-0.164195,3.58218
1511,0,0,0,0,0.00156969,0.00240839,-0.0231355,-0.191528,-0.0485721,2.71379
1512,0,0,0,0,0.00155686,0.0023799,-0.0227781,-0.111107,0.133394,1.04812
1513,0,0,0,0,0.00153497,0.00234006,-0.0226233,-0.0834058,0.136944,1.78976
1514,0,0,0,0,0.00152801,0.00232589,-0.0224448,-0.0364357,0.236255,0.923831
1515,0,0,0,0,0.00152082,0.00231175,-0.0222664,-0.154179,-0.0265402,1.97053
1516,0,0,0,0,0.00152082,0.00231175,-0.0222664,-0.203198,-0.128529,2.7268
1517,0,0,0,0,0.0014927,0.00226207,-0.0220733,-0.145961,-0.0413062,2.46625
1518,0,0,0,0,0.00147713,0.00223397,-0.0217171,-0.0878697,0.0552231,1.55035
1519,0,0,0,0,0.00147713,0.00223397,-0.0217171,-0.163273,-0.0927365,2.31013
1520,0,0,0,0,0.00144822,0.0021844,-0.0215244,-0.0507517,0.108524,1.30687
1521,0,0,0,0,0.00144822,0.0021844,-0.0215244,-0.107025,0.000727968,2.07668
1522,0,0,0,0,0.00141041,0.00212096,-0.0211541,0.0131797,0.196743,1.09473
1523,0,0,0,0,0.00141041,0.00212096,-0.0211541,-0.0557761,0.0560918,1.97253
1524,0,0,0,0,0.0013776,0.00206755,-0.0208228,0.0312113,0.197907,1.10074
1526,0,0,0,0,0.00131694,0.00196892,-0.0204391,0.10695,0.279979,1.65699
1527,0,0,0,0,0.00131694,0.00196892,-0.0204391,0.0305097,0.149324,2.4098
1528,0,0,0,0,0.00127617,0.00190596,-0.0200705,0.131148,0.298594,1.3762
1529,0,0,0,0,0.00127617,0.00190596,-0.0200705,0.0867069,0.213915,2.31552
1530,0,0,0,0,0.00122807,0.00183333,-0.0196643,0.33049,0.597108,0.212
1531,0,0,0,0,0.00122807,0.00183333,-0.0196643,0.203013,0.37965,1.21209
1532,0,0,0,0,0.00116411,0.00173529,-0.0192826,0.359825,0.610591,0.912708
1533,0,0,0,0,0.00116411,0.00173529,-0.0192826,0.257734,0.448067,1.71695
1534,0,0,0,0,0.00110708,0.00165329,-0.0188396,0.556017,0.897296,-0.591133
1535,0,0,0,0,0.00110708,0.00165329,-0.0188396,0.418338,0.670944,0.410341
1536,0,0,0,0,0.00105532,0.00158127,-0.0184354,0.601117,0.915546,-0.800895
1537,0,0,0,0,0.00105532,0.00158127,-0.0184354,0.603429,0.919082,-0.80824
1538,0,0,0,0,0.000987877,0.00148386,-0.018056,0.810419,1.21768,-1.9518
1539,0,0,0,0,0.000987877,0.00148386,-0.018056,0.742128,1.10322,-1.17579
1540,0,0,0,0,0.000933791,0.00141224,-0.0176532,0.911396,1.32663,-2.42673
1541,0,0,0,0,0.000933791,0.00141224,-0.0176532,0.740724,1.04808,-1.34155
1542,0,0,0,0,0.000851133,0.00135004,-0.0172839,0.887691,1.06392,-1.44087
1543,0,0,0,0,0.000851133,0.00135004,-0.0172839,0.887054,1.06285,-1.42499
1544,0,0,0,0,0.00078759,0.00126292,-0.0169443,1.06556,1.30881,-2.33925
1545,0,0,0,0,0.00078759,0.00126292,-0.0169443,0.770885,0.89728,-0.193699
1546,0,0,0,0,0.000710252,0.00121076,-0.016614,1.14968,1.2373,-2.05932
1547,0,0,0,0,0.000710252,0.00121076,-0.016614,0.806247,0.771712,-0.011764
1548,0,0,0,0,0.000639424,0.00116838,-0.016322,1.14067,1.03781,-1.58748
1549,0,0,0,0,0.000639424,0.00116838,-0.016322,0.78911,0.610135,0.690386
1550,0,0,0,0,0.000575347,0.00113575,-0.016068,1.07955,0.814283,-0.600791
1551,0,0,0,0,0.000575347,0.00113575,-0.016068,0.770693,0.465796,1.31595
1552,0,0,0,0,0.000516243,0.00105886,-0.015768,0.870181,0.533506,0.92816
1553,0,0,0,0,0.000516243,0.00105886,-0.015768,0.873853,0.536222,0.923608
1554,0,0,0,0,0.000458663,0.00103602,-0.0155522,0.803538,0.348889,1.74721
1555,0,0,0,0,0.000428631,0.000997673,-0.0154026,0.967449,0.517109,0.990826
1556,0,0,0,0,0.000428631,0.000997673,-0.0154026,0.666952,0.281908,2.34531
1557,0,0,0,0,0.0003705,0.000974948,-0.0151873,0.741943,0.284506,2.12503
1558,0,0,0,0,0.0003705,0.000974948,-0.0151873,0.746069,0.28704,2.1206
1559,0,0,0,0,0.000331156,0.000933511,-0.0149019,0.704644,0.203622,2.17804
1560,0,0,0,0,0.00028499,0.000876214,-0.0146783,0.715414,0.277092,2.0678
1561,0,0,0,0,0.00028499,0.000876214,-0.0146783,0.655735,0.229492,2.35283
1562,0,0,0,0,0.000261769,0.000847594,-0.0145666,0.709276,0.294808,2.10868
1563,0,0,0,0,0.000261769,0.000847594,-0.0145666,0.618392,0.252611,2.47003
1564,0,0,0,0,0.000219886,0.000746175,-0.0142974,0.663588,0.442106,2.10147
1565,0,0,0,0,0.000219886,0.000746175,-0.0142974,0.583117,0.42872,2.38502
1566,0,0,0,0,0.000164808,0.000679581,-0.0140374,0.592649,0.427915,2.39763
1567,0,0,0,0,0.000164808,0.000679581,-0.0140374,0.542148,0.372912,2.65955
1568,0,0,0,0,0.000109231,0.000613094,-0.0137778,0.672563,0.528177,2.06296
1569,0,0,0,0,8.52596e-005,0.000584632,-0.0136666,0.612561,0.547841,2.25157
1570,0,0,0,0,5.31565e-005,0.000546713,-0.0135185,0.625186,0.556479,2.22922
1571,0,0,0,0,5.31565e-005,0.000546713,-0.0135185,0.625042,0.555823,2.24319
1572,0,0,0,0,4.69897e-006,0.0004899,-0.0132965,0.618675,0.638723,2.18447
1573,0,0,0,0,4.69897e-006,0.0004899,-0.0132965,0.587581,0.620047,2.53438
1574,0,0,0,0,-5.22928e-005,0.000423717,-0.0130379,0.672429,0.708902,2.18037
1575,0,0,0,0,-5.22928e-005,0.000423717,-0.0130379,0.625343,0.654534,2.4208
1576,0,0,0,0,-0.000118028,0.000348209,-0.0127429,0.734865,0.775488,1.95878
1579,0,0,0,0,-0.00017607,0.000282255,-0.0124851,0.79186,0.72402,1.92252
1580,0,0,0,0,-0.0002346,0.000216408,-0.0122276,0.869209,0.807873,1.60589
1581,0,0,0,0,-0.0002346,0.000216408,-0.0122276,0.7612,0.676685,2.12949
1582,0,0,0,0,-0.000285155,0.000160053,-0.0120073,0.87994,0.808644,1.62492
1583,0,0,0,0,-0.000285155,0.000160053,-0.0120073,0.764517,0.67025,2.17677
1584,0,0,0,0,-0.000331013,0.000119789,-0.0117263,0.823806,0.707397,1.75791
1585,0,0,0,0,-0.000331013,0.000119789,-0.0117263,0.812286,0.689611,1.82162
