HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
1867,0,0,0,0,0.00152659,-0.00749677,-0.0270152,0,0,0
1873,0,0,0,0,0.00151945,-0.00752206,-0.0267972,-0.253528,2.84613,6.2786
1874,0,0,0,0,0.00151945,-0.00752206,-0.0267972,-0.290354,2.78694,6.58565
1875,0,0,0,0,0.0015157,-0.00748132,-0.0267053,-0.294963,2.66792,6.50903
1876,0,0,0,0,0.0015157,-0.00748132,-0.0267053,-0.380008,2.52593,6.88253
1877,0,0,0,0,0.00153579,-0.00746208,-0.0265426,-0.42779,2.48921,6.53312
1878,0,0,0,0,0.00153579,-0.00746208,-0.0265426,-0.467622,2.42356,6.78072
1879,0,0,0,0,0.00155047,-0.00734603,-0.0263749,-0.511815,2.00735,6.67478
1880,0,0,0,0,0.00155047,-0.00734603,-0.0263749,-0.513354,2.01481,6.70178
1881,0,0,0,0,0.00155455,-0.00724978,-0.0261292,-0.545986,1.74365,6.29026
1882,0,0,0,0,0.00155026,-0.00720895,-0.0260373,-0.533812,1.69112,6.22748
1883,0,0,0,0,0.00156333,-0.00714352,-0.0259225,-0.602471,1.43329,6.08447
1884,0,0,0,0,0.00155363,-0.00711259,-0.0257917,-0.574364,1.42387,5.94851
1885,0,0,0,0,0.00155363,-0.00711259,-0.0257917,-0.592499,1.35092,5.901
1886,0,0,0,0,0.00155119,-0.00702603,-0.0255073,-0.581762,1.21908,5.42397
1887,0,0,0,0,0.00155119,-0.00702603,-0.0255073,-0.562474,1.18517,5.39088
1888,0,0,0,0,0.00151939,-0.00692795,-0.025255,-0.486353,0.951777,4.79769
1889,0,0,0,0,0.00151939,-0.00692795,-0.025255,-0.495915,1.04585,5.01964
1890,0,0,0,0,0.00152196,-0.00683627,-0.0248703,-0.503722,0.829919,4.10811
1891,0,0,0,0,0.00152196,-0.00683627,-0.0248703,-0.462275,0.880258,4.48741
1892,0,0,0,0,0.00149485,-0.00673304,-0.0245178,-0.395395,0.594685,3.53972
1893,0,0,0,0,0.00149485,-0.00673304,-0.0245178,-0.404607,0.73885,3.94595
1894,0,0,0,0,0.00148955,-0.0066508,-0.0240949,-0.356603,0.699023,3.0379
1895,0,0,0,0,0.00147209,-0.0065785,-0.0238732,-0.298413,0.361717,1.97485
1896,0,0,0,0,0.00147147,-0.00653233,-0.0236814,-0.294838,0.525593,2.24967
1897,0,0,0,0,0.00147147,-0.00653233,-0.0236814,-0.313591,0.689712,2.70759
1898,0,0,0,0,0.00145757,-0.00645939,-0.0232206,-0.220509,0.454053,1.03251
1899,0,0,0,0,0.00145757,-0.00645939,-0.0232206,-0.257314,0.614057,1.68247
1900,0,0,0,0,0.00144272,-0.00633071,-0.0228464,-0.180221,0.00289368,-0.326634
1901,0,0,0,0,0.00144272,-0.00633071,-0.0228464,-0.18006,0.191299,0.265783
1902,0,0,0,0,0.00143206,-0.00624753,-0.0224249,-0.224889,0.117468,-0.712173
1903,0,0,0,0,0.00143206,-0.00624753,-0.0224249,-0.22511,0.114278,-0.729
1904,0,0,0,0,0.00142007,-0.00616412,-0.0220039,-0.174531,0.0836474,-1.09462
1905,0,0,0,0,0.00141672,-0.00611748,-0.0218127,-0.186372,0.0825556,-1.0797
1906,0,0,0,0,0.00141309,-0.00607079,-0.0216215,-0.156424,-0.197398,-2.25026
1907,0,0,0,0,0.00140918,-0.00602405,-0.0214304,-0.237235,0.0574359,-1.3938
1908,0,0,0,0,0.00140918,-0.00602405,-0.0214304,-0.240714,0.0805918,-1.29777
1909,0,0,0,0,0.00137916,-0.0059097,-0.0211191,-0.173589,0.0307871,-0.776998
1910,0,0,0,0,0.00137916,-0.0059097,-0.0211191,-0.24186,0.372277,0.418487
1911,0,0,0,0,0.00137125,-0.005867,-0.0207901,-0.210581,0.295321,-0.347891
1912,0,0,0,0,0.00137125,-0.005867,-0.0207901,-0.256501,0.547668,1.11072
1913,0,0,0,0,0.00136434,-0.00576901,-0.0205467,-0.214546,0.0990434,-0.240468
1914,0,0,0,0,0.00136434,-0.00576901,-0.0205467,-0.29044,0.701319,1.79436
1915,0,0,0,0,0.00133406,-0.00570544,-0.0202887,-0.177321,0.345658,0.341835
1917,0,0,0,0,0.00131942,-0.00561694,-0.0200074,-0.214283,0.592738,1.73532
1918,0,0,0,0,0.00130381,-0.0055851,-0.0198786,-0.16154,0.443686,1.14438
1919,0,0,0,0,0.00130381,-0.0055851,-0.0198786,-0.233052,0.854895,2.92456
1920,0,0,0,0,0.0012951,-0.00548687,-0.0196356,-0.218718,0.71578,2.72675
1921,0,0,0,0,0.0012951,-0.00548687,-0.0196356,-0.221491,0.845267,3.30227
1922,0,0,0,0,0.00129736,-0.00542438,-0.0193837,-0.244138,0.78291,2.99606
1923,0,0,0,0,0.00129736,-0.00542438,-0.0193837,-0.245188,0.787005,3.01091
1924,0,0,0,0,0.00126477,-0.00536052,-0.0191265,-0.216564,0.802534,2.80083
1925,0,0,0,0,0.00126477,-0.00536052,-0.0191265,-0.235015,0.900447,3.52662
1926,0,0,0,0,0.00125902,-0.00530745,-0.0188369,-0.222279,0.776657,2.84122
1927,0,0,0,0,0.00125102,-0.00526008,-0.0186469,-0.217273,0.868723,2.89113
1928,0,0,0,0,0.00123839,-0.00527339,-0.0184717,-0.181158,0.880931,2.37407
1929,0,0,0,0,0.00122128,-0.00524134,-0.0183434,-0.162534,0.890501,2.42436
1930,0,0,0,0,0.00122128,-0.00524134,-0.0183434,-0.229066,1.04023,3.03118
1931,0,0,0,0,0.00118791,-0.00517132,-0.0179877,-0.164771,1.00058,2.51768
1932,0,0,0,0,0.00118791,-0.00517132,-0.0179877,-0.184296,1.06788,2.81729
1933,0,0,0,0,0.00117238,-0.00512738,-0.017661,-0.178709,1.02771,2.30285
1934,0,0,0,0,0.00113972,-0.00511425,-0.0174576,-0.0744034,0.917038,1.40997
1935,0,0,0,0,0.00113972,-0.00511425,-0.0174576,-0.085172,1.11531,1.82819
1936,0,0,0,0,0.00110403,-0.00504389,-0.0171028,0.029351,1.04379,1.28057
1937,0,0,0,0,0.00110403,-0.00504389,-0.0171028,0.0267391,1.0518,1.31546
1938,0,0,0,0,0.00106741,-0.00497339,-0.0167484,0.0672316,0.978625,0.742906
1939,0,0,0,0,0.00104104,-0.0049506,-0.0165832,0.105239,0.982421,0.686928
1940,0,0,0,0,0.00101447,-0.00492777,-0.0164182,0.212982,0.859573,-0.154218
1941,0,0,0,0,0.000979996,-0.00491437,-0.0162157,0.274671,0.984314,0.189805
1942,0,0,0,0,0.000960744,-0.00488204,-0.0160884,0.284207,1.04457,0.514397
1943,0,0,0,0,0.000948868,-0.00483413,-0.0158998,0.29094,0.883961,0.390802
1944,0,0,0,0,0.000948868,-0.00483413,-0.0158998,0.216522,1.01378,1.00663
1945,0,0,0,0,0.000882511,-0.00475259,-0.0155798,0.48396,0.667202,-0.608971
1946,0,0,0,0,0.000882511,-0.00475259,-0.0155798,0.29925,0.985111,1.08917
1947,0,0,0,0,0.000826777,-0.0047066,-0.0152511,0.514634,0.835944,0.224827
1948,0,0,0,0,0.000826777,-0.0047066,-0.0152511,0.361489,0.965109,1.24648
1949,0,0,0,0,0.000770266,-0.00466051,-0.0149229,0.631714,0.69732,-0.443841
1950,0,0,0,0,0.000770266,-0.00466051,-0.0149229,0.420147,1.02127,1.26757
1951,0,0,0,0,0.000709722,-0.00456938,-0.0146414,0.567297,0.800815,0.60786
1952,0,0,0,0,0.000680838,-0.00454626,-0.0144777,0.709484,0.665091,-0.224488
1953,0,0,0,0,0.000659939,-0.00451376,-0.0143512,0.598384,0.840506,0.766175
1954,0,0,0,0,0.000604445,-0.0044801,-0.0142208,0.66018,0.831257,0.921723
1955,0,0,0,0,0.000604445,-0.0044801,-0.0142208,0.541238,0.95145,1.6196
1956,0,0,0,0,0.000562044,-0.00441506,-0.0139682,0.61624,0.796466,1.25823
1957,0,0,0,0,0.000540663,-0.00438252,-0.0138421,0.598677,0.80295,1.33287
1958,0,0,0,0,0.000540663,-0.00438252,-0.0138421,0.617111,0.858674,1.51882
1959,0,0,0,0,0.000497542,-0.00431742,-0.0135899,0.558576,0.902179,1.70932
1960,0,0,0,0,0.000497542,-0.00431742,-0.0135899,0.556704,0.90805,1.73001
1961,0,0,0,0,0.000453942,-0.00425227,-0.0133379,0.546171,0.848636,1.81747
1962,0,0,0,0,0.000425729,-0.00423543,-0.0132731,0.61873,0.806877,1.65197
1963,0,0,0,0,0.00040369,-0.00420284,-0.0131473,0.61074,0.804568,1.66307
1964,0,0,0,0,0.000381532,-0.00417024,-0.0130215,0.550327,0.823285,2.03352
1965,0,0,0,0,0.000379134,-0.00416377,-0.0129236,0.553773,0.814693,1.82906
1966,0,0,0,0,0.000342189,-0.00415621,-0.012822,0.516025,0.985431,2.17777
1967,0,0,0,0,0.000328301,-0.00411429,-0.0127333,0.493663,0.94943,2.3445
1970,0,0,0,0,0.000265827,-0.00406756,-0.0124085,0.437311,1.05698,2.40118
1971,0,0,0,0,0.000242986,-0.00403489,-0.0122831,0.447172,1.03566,2.34848
1972,0,0,0,0,0.000242986,-0.00403489,-0.0122831,0.446093,1.05581,2.39357
1973,0,0,0,0,0.000191265,-0.00398536,-0.0120934,0.523407,0.994292,2.1866
1974,0,0,0,0,0.000191265,-0.00398536,-0.0120934,0.437726,1.12771,2.69946
1975,0,0,0,0,0.000150616,-0.00397117,-0.0118947,0.532994,1.09725,2.24497
