HEADER_START
VERSION:1.0,DATE:2014-10-28,ID:101,WEIGHT:0
FIELDS:TIME_STAMP,STATE_MACHINE,REWARD,CAP_SENSOR_SIPPER,CAP_SENSOR_HANDLE,POS_X,POS_Y,POS_Z,FOR_X,FOR_Y,FOR_Z
HEADER_END
0,0,0,0,0,0,0,0,0,0,0
3105,0,0,0,0,-0.0260631,0.0154563,-0.00680708,7.87761,-2.4454,0.323218
3120,0,0,0,0,-0.0250183,0.0133859,-0.00613147,6.27466,-0.544242,0.783988
3136,0,0,0,0,-0.0239319,0.0114184,-0.00532938,6.32163,-0.414915,0.377237
3152,0,0,0,0,-0.0229561,0.00959165,-0.00461011,6.44691,-0.0192647,0.308541
3167,0,0,0,0,-0.0219952,0.0076568,-0.00393471,6.68075,0.386217,0.364561
3183,0,0,0,0,-0.0212005,0.00592412,-0.00333599,6.98782,0.580786,0.294334
3198,0,0,0,0,-0.0204445,0.00441147,-0.00290277,7.25823,0.312528,0.615911
3214,0,0,0,0,-0.019607,0.00287495,-0.00267947,7.14689,0.802234,1.00287
3230,0,0,0,0,-0.0187841,0.00165321,-0.00254705,7.12013,0.784885,1.13555
3245,0,0,0,0,-0.0179748,0.000879436,-0.002351,7.32644,-0.0228436,1.04702
3261,0,0,0,0,-0.0168182,0.000258266,-0.0019563,6.42717,-0.0811372,0.492636
3276,0,0,0,0,-0.0155673,-0.000155376,-0.00155841,6.25185,-0.411034,0.478588
3292,0,0,0,0,-0.0141973,-0.00048191,-0.00120638,5.86059,-0.456667,0.457057
3308,0,0,0,0,-0.0128199,-0.000816851,-0.000959296,5.49271,-0.271466,0.518088
3323,0,0,0,0,-0.011307,-0.00117118,-0.000673701,5.13465,-0.245197,0.401409
3339,0,0,0,0,-0.00992578,-0.00158135,-0.000424645,4.94935,0.103057,0.410431
3354,0,0,0,0,-0.00826647,-0.00196674,-0.000210544,4.21421,0.103951,0.430338
3370,0,0,0,0,-0.00679521,-0.00226887,1.61602e-005,4.09889,0.170327,0.37071
3386,0,0,0,0,-0.00545397,-0.00257375,0.000124302,4.04418,0.288336,0.534322
3401,0,0,0,0,-0.00389577,-0.00278903,0.000207285,3.4335,0.110507,0.515013
3417,0,0,0,0,-0.00276633,-0.00298126,0.000350374,3.63928,0.296326,0.370991
3432,0,0,0,0,-0.00159306,-0.00307374,0.000467492,3.69852,0.12079,0.4696
3448,0,0,0,0,-0.000560116,-0.00308433,0.000531787,3.50077,0.103428,0.450226
3464,0,0,0,0,0.000131564,-0.00308559,0.000595365,3.7567,0.0627206,0.443486
3479,0,0,0,0,0.000790772,-0.00308572,0.000659432,3.8753,0.157383,0.473356
3495,0,0,0,0,0.00120815,-0.00307945,0.000722689,4.0575,0.141092,0.394133
3510,0,0,0,0,0.00148683,-0.00306955,0.000785456,4.26663,0.176797,0.356099
3526,0,0,0,0,0.00167195,-0.00310983,0.000796531,4.37998,0.322405,0.522877
3542,0,0,0,0,0.00175374,-0.00310256,0.000761497,4.48025,0.290243,0.547595
3557,0,0,0,0,0.00177656,-0.00312946,0.000735962,4.57503,0.417348,0.519198
3573,0,0,0,0,0.00180066,-0.0030944,0.000726209,4.5382,0.32922,0.479608
3588,0,0,0,0,0.00180066,-0.0030944,0.000726209,4.55778,0.449134,0.448401
3604,0,0,0,0,0.00180066,-0.0030944,0.000726209,4.52897,0.498645,0.436782
3620,0,0,0,0,0.00181267,-0.00308536,0.000690695,4.47408,0.52407,0.508314
3635,0,0,0,0,0.00182475,-0.00305933,0.000716452,4.43963,0.527859,0.362877
3651,0,0,0,0,0.00182475,-0.00305933,0.000716452,4.43804,0.629313,0.407119
3666,0,0,0,0,0.00184883,-0.00302425,0.000706691,4.35319,0.597211,0.418271
3682,0,0,0,0,0.00186089,-0.00299821,0.00073246,4.34242,0.652372,0.324634
3698,0,0,0,0,0.0018729,-0.00298915,0.000696927,4.31242,0.731898,0.450836
3713,0,0,0,0,0.00188497,-0.00296311,0.000722701,4.27692,0.733902,0.305144
3729,0,0,0,0,0.00190903,-0.00292799,0.00071294,4.21563,0.748323,0.3735
3744,0,0,0,0,0.00192108,-0.00290193,0.000738725,4.20873,0.810062,0.281636
3760,0,0,0,0,0.00193309,-0.00289286,0.000703175,4.17277,0.886659,0.408739
3776,0,0,0,0,0.00195714,-0.00285772,0.000693406,4.11087,0.863737,0.345602
3791,0,0,0,0,0.00200525,-0.00277039,0.000735245,4.04359,0.834382,0.2682
3807,0,0,0,0,0.00206532,-0.0026739,0.000741539,3.93904,0.762938,0.27391
3822,0,0,0,0,0.00213734,-0.00256823,0.000712233,3.8843,0.773617,0.271266
3838,0,0,0,0,0.0022093,-0.00246245,0.000682897,3.81146,0.775772,0.341404
3854,0,0,0,0,0.00226921,-0.00238275,0.000627656,3.80151,0.849101,0.331341
3869,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.84011,0.977782,0.219434
3885,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.82991,1.06562,0.261487
3900,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.79341,1.10332,0.251031
3916,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.75691,1.14103,0.240574
3932,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.72269,1.17637,0.230771
3947,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.68619,1.21408,0.220315
3963,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.65197,1.24943,0.210512
3978,0,0,0,0,0.00228119,-0.00235656,0.000653532,3.61547,1.28713,0.200055
3994,0,0,0,0,0.00229316,-0.00234744,0.000617855,3.54953,1.3024,0.277338
4010,0,0,0,0,0.00229316,-0.00234744,0.000617855,3.54083,1.35719,0.191498
4025,0,0,0,0,0.00229316,-0.00234744,0.000617855,3.50414,1.39475,0.181612
4041,0,0,0,0,0.00229316,-0.00234744,0.000617855,3.46974,1.42996,0.172344
4056,0,0,0,0,0.00230514,-0.00232124,0.000643736,3.4054,1.40704,0.102701
4072,0,0,0,0,0.00231711,-0.00231211,0.000608051,3.36313,1.47426,0.231888
4088,0,0,0,0,0.00231804,-0.00224993,0.00062396,3.35187,1.38461,0.109577
4103,0,0,0,0,0.00231804,-0.00224993,0.00062396,3.31665,1.54514,0.131454
4119,0,0,0,0,0.00230699,-0.00221396,0.000613985,3.30896,1.49074,0.14654
4134,0,0,0,0,0.00230699,-0.00221396,0.000613985,3.24835,1.6033,0.115323
4150,0,0,0,0,0.00231983,-0.00214264,0.000594208,3.17998,1.46425,0.153555
4166,0,0,0,0,0.00231983,-0.00214264,0.000594208,3.17265,1.64892,0.10234
4181,0,0,0,0,0.00231983,-0.00214264,0.000594208,3.13553,1.68321,0.0928326
4197,0,0,0,0,0.00230875,-0.00210669,0.000584237,3.12791,1.62719,0.108367
4212,0,0,0,0,0.00229765,-0.00207074,0.000574268,3.0944,1.64987,0.102079
4228,0,0,0,0,0.00232153,-0.00203538,0.00056446,2.97861,1.67815,0.0942361
4244,0,0,0,0,0.00231042,-0.00199944,0.000554493,3.0173,1.69616,0.0892405
4259,0,0,0,0,0.0022993,-0.0019635,0.000544528,2.98377,1.71712,0.0834289
4275,0,0,0,0,0.00227778,-0.00182952,0.000540535,2.97668,1.50899,0.0644698
4290,0,0,0,0,0.00224494,-0.00165973,0.000526607,2.95075,1.48593,0.0601524
4306,0,0,0,0,0.00220006,-0.00151631,0.000486821,2.95754,1.5054,0.120046
4322,0,0,0,0,0.00218882,-0.00148048,0.000476881,2.87833,1.67592,0.0717506
4337,0,0,0,0,0.00217756,-0.00144465,0.000466942,2.84674,1.68877,0.067128
4353,0,0,0,0,0.00217756,-0.00144465,0.000466942,2.79156,1.7821,0.0402442
4368,0,0,0,0,0.0021663,-0.00140884,0.000457006,2.78277,1.72238,0.0557522
4384,0,0,0,0,0.00215503,-0.00137303,0.000447073,2.75164,1.73377,0.0515333
4400,0,0,0,0,0.00214375,-0.00133723,0.000437141,2.72285,1.74323,0.0479168
4415,0,0,0,0,0.00213246,-0.00130143,0.000427212,2.69208,1.7535,0.0440091
4431,0,0,0,0,0.00212116,-0.00126565,0.000417285,2.66364,1.76186,0.0406951
4446,0,0,0,0,0.00209854,-0.0011941,0.000397439,2.63838,1.75482,0.041589
4462,0,0,0,0,0.00208721,-0.00115835,0.000387519,2.60834,1.76283,0.0383076
4478,0,0,0,0,0.00206453,-0.00108685,0.000367686,2.60833,1.68167,0.0598304
4493,0,0,0,0,0.00205317,-0.00105112,0.000357773,2.55457,1.76455,0.0357788
4509,0,0,0,0,0.00203044,-0.000979673,0.000337954,2.55198,1.69178,0.0549734
4524,0,0,0,0,0.00201906,-0.000943963,0.000328048,2.50188,1.76295,0.0341713
4540,0,0,0,0,0.00199627,-0.000872569,0.000308242,2.47665,1.75605,0.0350275
4556,0,0,0,0,0.00198486,-0.000836884,0.000298343,2.44869,1.76303,0.0320986
4571,0,0,0,0,0.00196201,-0.00076554,0.000278551,2.44989,1.6736,0.0558491
4587,0,0,0,0,0.00196233,-0.000720687,0.000232991,2.37089,1.73422,0.114357
4602,0,0,0,0,0.00195088,-0.000685034,0.000223102,2.36656,1.75328,0.0422209
4618,0,0,0,0,0.00192795,-0.000613754,0.000203331,2.36847,1.6614,0.0671765
4634,0,0,0,0,0.00191647,-0.000578126,0.000193449,2.317,1.74083,0.0446471
4649,0,0,0,0,0.00190498,-0.000542507,0.00018357,2.29141,1.73442,0.0458958
4665,0,0,0,0,0.00188198,-0.000471294,0.000163817,2.2916,1.65361,0.0678139
4680,0,0,0,0,0.00187046,-0.0004357,0.000153945,2.24341,1.71724,0.0496347
4696,0,0,0,0,0.00185894,-0.000400114,0.000144074,2.21553,1.718,0.0488965
